,Année,Mois,Jour,Heure,Equipe domicile,Equipe exterieure,Vainqueur,Score domicile,Score extérieur,Buteurs,Lieu du match,Journée,Région,Temperature moyenne,Précipitations en mm
352,2021,05,08,T17:00:00+0200,Lyon,Lorient,domicile,4,1,"['H. Aouar', 'L. Paqueta', 'B. Guimaraes', 'B. Guimaraes', 'T. Monconduit']",Lyon,36,rh-ne-alpes,15.0,0
353,2021,05,09,T13:00:00+0200,Saint-Étienne,Marseille,domicile,1,0,['A. Nordin'],Saint-Étienne,36,rh-ne-alpes,17.0,1
354,2021,05,09,T15:00:00+0200,Strasbourg,Montpellier,exterieur,2,3,"['L. Ajorque', 'K. Zohi', 'G. Laborde', 'A. Delort', 'G. Laborde']",Strasbourg,36,alsace,18.0,0
355,2021,05,09,T15:00:00+0200,Metz,Nîmes,exterieur,0,3,"['L. Fomba', 'R. Ripart', 'Z. Ferhat']",Metz,36,lorraine,16.5,1
356,2021,05,09,T15:00:00+0200,Nice,Brest,domicile,3,2,"['R. Lopes', 'H. Boudaoui', 'H. Kamara', 'S. Mounié', 'S. Mounié']",Nice,36,provence-alpes-c-te-d-azur,16.5,0
357,2021,05,09,T15:00:00+0200,Angers,Dijon,domicile,3,0,"['A. Fulgini', 'F. El-Melali', 'L. Diony']",Angers,36,pays-de-la-loire,17.5,3
358,2021,05,09,T17:05:00+0200,Reims,Monaco,exterieur,0,1,['E. Matazo'],Reims,36,champagne-ardenne,17.5,2
359,2021,05,09,T21:00:00+0200,Rennes,Paris-SG,ex-aequo,1,1,"['S. Guirassy', 'Neymar']",Rennes,36,bretagne,14.5,0
360,2021,05,16,T21:00:00+0200,Lille,Saint-Étienne,ex-aequo,0,0,[None],Lille,37,nord-pas-de-calais,11.0,6
361,2021,05,16,T21:00:00+0200,Paris-SG,Reims,domicile,4,0,"['Neymar', 'K. Mbappé', 'Marquinhos', 'M. Kean']",Paris,37,ile-de-france,13.0,3
362,2021,05,16,T21:00:00+0200,Monaco,Rennes,domicile,2,1,"['W. Ben Yedder', 'A. Golovine', 'A. Disasi']",Monaco,37,provence-alpes-c-te-d-azur,16.0,0
363,2021,05,16,T21:00:00+0200,Nîmes,Lyon,exterieur,2,5,"['M. Koné', 'M. Koné', 'L. Paqueta', 'M. Depay', 'L. Paqueta', 'H. Aouar', 'I. Slimani']",Nîmes,37,languedoc-roussillon,16.5,1
364,2021,05,16,T21:00:00+0200,Marseille,Angers,domicile,3,2,"['A. Milik', 'A. Milik', 'A. Milik', 'M. Pereira Lage', 'R. Thomas']",Marseille,37,provence-alpes-c-te-d-azur,15.5,1
365,2021,05,16,T21:00:00+0200,Bordeaux,Lens,domicile,3,0,"['U. Hwang', 'Y. Sabaly', 'M. Zerkane']",Bordeaux,37,aquitaine,14.0,8
366,2021,05,16,T21:00:00+0200,Montpellier,Brest,ex-aequo,0,0,[None],Montpellier,37,languedoc-roussillon,16.5,3
367,2021,05,16,T21:00:00+0200,Nice,Strasbourg,exterieur,0,2,"['L. Ajorque', 'L. Ajorque']",Nice,37,provence-alpes-c-te-d-azur,16.5,0
368,2021,05,16,T21:00:00+0200,Lorient,Metz,domicile,2,1,"['Y. Wissa', 'J. Hergault', 'B. Traoré']",Lorient,37,bretagne,12.0,7
369,2021,05,16,T21:00:00+0200,Dijon,Nantes,exterieur,0,4,"['K. Coulibaly', 'R. Kolo Muani', 'L. Blas', 'R. Kolo Muani']",Dijon,37,bourgogne,11.5,7
370,2021,05,23,T21:00:00+0200,Angers,Lille,exterieur,1,2,"['A. Fulgini', 'J. David', 'B. Yilmaz']",Angers,38,pays-de-la-loire,11.5,1
371,2021,05,23,T21:00:00+0200,Brest,Paris-SG,exterieur,0,2,"['R. Faivre', 'K. Mbappé']",Brest,38,bretagne,10.5,11
372,2021,05,23,T21:00:00+0200,Lens,Monaco,ex-aequo,0,0,[None],Lens,38,nord-pas-de-calais,10.5,2
373,2021,05,23,T21:00:00+0200,Lyon,Nice,exterieur,2,3,"['K. Toko Ekambi', 'K. Toko Ekambi', 'K. Dolberg', 'H. Kamara', 'W. Saliba']",Lyon,38,rh-ne-alpes,14.5,1
374,2021,05,23,T21:00:00+0200,Metz,Marseille,ex-aequo,1,1,"['F. Boulaya', 'A. Milik']",Metz,38,lorraine,10.5,1
375,2021,05,23,T21:00:00+0200,Rennes,Nîmes,domicile,2,0,"['S. Guirassy', 'B. Bourigeaud']",Rennes,38,bretagne,10.0,2
376,2021,05,23,T21:00:00+0200,Nantes,Montpellier,exterieur,1,2,"['R. Kolo Muani', 'G. Laborde', 'A. Delort']",Nantes,38,pays-de-la-loire,12.0,1
377,2021,05,23,T21:00:00+0200,Saint-Étienne,Dijon,exterieur,0,1,['A. Kamara'],Saint-Étienne,38,rh-ne-alpes,12.0,0
378,2021,05,23,T21:00:00+0200,Reims,Bordeaux,exterieur,1,2,"['E. Touré', 'Y. Adli', 'E. Kwateng']",Reims,38,champagne-ardenne,10.5,1
379,2021,05,23,T21:00:00+0200,Strasbourg,Lorient,ex-aequo,1,1,"['H. Diallo', 'T. Chalobah']",Strasbourg,38,alsace,12.0,2
